"Step","LunarLander_with_labels_3500_good_reward - episode_reward","LunarLander_with_labels_3500_good_reward - episode_reward__MIN","LunarLander_with_labels_3500_good_reward - episode_reward__MAX"
"31","-232.20944590660028","-232.20944590660028","-232.20944590660028"
"32","-280.0755217553541","-280.0755217553541","-280.0755217553541"
"33","-297.6359101774443","-297.6359101774443","-297.6359101774443"
"34","-310.71226884976835","-310.71226884976835","-310.71226884976835"
"35","-270.65635726450057","-270.65635726450057","-270.65635726450057"
"36","-427.5465381777287","-427.5465381777287","-427.5465381777287"
"37","-463.2273579053752","-463.2273579053752","-463.2273579053752"
"38","-110.0028275271811","-110.0028275271811","-110.0028275271811"
"39","-286.7481059972504","-286.7481059972504","-286.7481059972504"
"40","-45.54519110704449","-45.54519110704449","-45.54519110704449"
"41","-365.7378429950272","-365.7378429950272","-365.7378429950272"
"42","-266.59922279749617","-266.59922279749617","-266.59922279749617"
"43","-204.32884527686016","-204.32884527686016","-204.32884527686016"
"44","-82.58262209922077","-82.58262209922077","-82.58262209922077"
"45","29.365604241185554","29.365604241185554","29.365604241185554"
"46","-234.23181183069946","-234.23181183069946","-234.23181183069946"
"47","-218.42967983892717","-218.42967983892717","-218.42967983892717"
"48","-370.8861320551139","-370.8861320551139","-370.8861320551139"
"49","-161.16941004826305","-161.16941004826305","-161.16941004826305"
"50","-272.7492307860131","-272.7492307860131","-272.7492307860131"
"51","-183.17050638847263","-183.17050638847263","-183.17050638847263"
"52","-168.99060312020953","-168.99060312020953","-168.99060312020953"
"53","-431.450680742141","-431.450680742141","-431.450680742141"
"54","-244.83207872965178","-244.83207872965178","-244.83207872965178"
"55","-313.613814464799","-313.613814464799","-313.613814464799"
"56","-201.08200796255733","-201.08200796255733","-201.08200796255733"
"57","-72.29907723685247","-72.29907723685247","-72.29907723685247"
"58","-113.10438598513602","-113.10438598513602","-113.10438598513602"
"59","-488.3828139698265","-488.3828139698265","-488.3828139698265"
"60","-437.82748194592347","-437.82748194592347","-437.82748194592347"
"61","-231.84901714678153","-231.84901714678153","-231.84901714678153"
"62","-177.4873448653027","-177.4873448653027","-177.4873448653027"
"63","62.16007917847417","62.16007917847417","62.16007917847417"
"64","-225.50584015917283","-225.50584015917283","-225.50584015917283"
"65","-192.47375946077466","-192.47375946077466","-192.47375946077466"
"66","-552.7150419757085","-552.7150419757085","-552.7150419757085"
"67","-207.74588440119382","-207.74588440119382","-207.74588440119382"
"68","-358.04872308815146","-358.04872308815146","-358.04872308815146"
"69","-194.9122918150158","-194.9122918150158","-194.9122918150158"
"70","0.8274803156494528","0.8274803156494528","0.8274803156494528"
"71","-694.3618792787196","-694.3618792787196","-694.3618792787196"
"72","-239.6496588014771","-239.6496588014771","-239.6496588014771"
"73","-179.6312490308257","-179.6312490308257","-179.6312490308257"
"74","-300.9329998805428","-300.9329998805428","-300.9329998805428"
"75","-207.80051208706286","-207.80051208706286","-207.80051208706286"
"76","-173.55868066512522","-173.55868066512522","-173.55868066512522"
"77","-144.07162909818794","-144.07162909818794","-144.07162909818794"
"78","-290.2178282347321","-290.2178282347321","-290.2178282347321"
"79","-243.0374043307309","-243.0374043307309","-243.0374043307309"
"80","-273.2595455805552","-273.2595455805552","-273.2595455805552"
"81","-201.64836831706387","-201.64836831706387","-201.64836831706387"
"82","-288.0877777128412","-288.0877777128412","-288.0877777128412"
"83","-292.48240531252816","-292.48240531252816","-292.48240531252816"
"84","-279.8268650829792","-279.8268650829792","-279.8268650829792"
"85","-322.2855006337363","-322.2855006337363","-322.2855006337363"
"86","-232.99998381975766","-232.99998381975766","-232.99998381975766"
"87","-247.94999134619766","-247.94999134619766","-247.94999134619766"
"88","-412.0575342096101","-412.0575342096101","-412.0575342096101"
"89","-289.47234877273104","-289.47234877273104","-289.47234877273104"
"90","-148.19041389210958","-148.19041389210958","-148.19041389210958"
"91","60.49380385206986","60.49380385206986","60.49380385206986"
"92","-177.28397872070772","-177.28397872070772","-177.28397872070772"
"93","-245.36144401609153","-245.36144401609153","-245.36144401609153"
"94","-291.5646411702736","-291.5646411702736","-291.5646411702736"
"95","-162.87137621850334","-162.87137621850334","-162.87137621850334"
"96","-331.26797078021326","-331.26797078021326","-331.26797078021326"
"97","-543.1181245032865","-543.1181245032865","-543.1181245032865"
"98","-226.59751874854945","-226.59751874854945","-226.59751874854945"
"99","-441.33098578229544","-441.33098578229544","-441.33098578229544"
"100","-264.75634078927214","-264.75634078927214","-264.75634078927214"
"101","-439.55443657428026","-439.55443657428026","-439.55443657428026"
"102","-254.08949544578047","-254.08949544578047","-254.08949544578047"
"103","-313.5546674221862","-313.5546674221862","-313.5546674221862"
"104","-226.88796871189965","-226.88796871189965","-226.88796871189965"
"105","-122.29045609354972","-122.29045609354972","-122.29045609354972"
"106","-327.66666930834236","-327.66666930834236","-327.66666930834236"
"107","-251.9837553903341","-251.9837553903341","-251.9837553903341"
"108","-6.209902824421555","-6.209902824421555","-6.209902824421555"
"109","-327.1147773717033","-327.1147773717033","-327.1147773717033"
"110","-458.67550889463257","-458.67550889463257","-458.67550889463257"
"111","-295.9498849263415","-295.9498849263415","-295.9498849263415"
"112","-284.4670720015567","-284.4670720015567","-284.4670720015567"
"113","-346.2152227269605","-346.2152227269605","-346.2152227269605"
"114","-519.6889292682558","-519.6889292682558","-519.6889292682558"
"115","-174.18379803368657","-174.18379803368657","-174.18379803368657"
"116","-204.39704742163315","-204.39704742163315","-204.39704742163315"
"117","-200.8401435918325","-200.8401435918325","-200.8401435918325"
"118","-212.2204941430327","-212.2204941430327","-212.2204941430327"
"119","-182.5476351919833","-182.5476351919833","-182.5476351919833"
"120","-208.82807349696955","-208.82807349696955","-208.82807349696955"
"121","-97.65417066246272","-97.65417066246272","-97.65417066246272"
"122","81.11991832757963","81.11991832757963","81.11991832757963"
"123","-313.89101332366465","-313.89101332366465","-313.89101332366465"
"124","-216.30504907876664","-216.30504907876664","-216.30504907876664"
"125","-63.76071720744973","-63.76071720744973","-63.76071720744973"
"126","-184.84580626483682","-184.84580626483682","-184.84580626483682"
"127","-373.3840023482138","-373.3840023482138","-373.3840023482138"
"128","-278.8780630203597","-278.8780630203597","-278.8780630203597"
"129","-316.7483786872899","-316.7483786872899","-316.7483786872899"
"130","-8.821179522247702","-8.821179522247702","-8.821179522247702"
"131","-541.7263348912873","-541.7263348912873","-541.7263348912873"
"132","-89.04010270140127","-89.04010270140127","-89.04010270140127"
"133","-164.0672404461855","-164.0672404461855","-164.0672404461855"
"134","-43.96910602775108","-43.96910602775108","-43.96910602775108"
"135","-290.8589523230883","-290.8589523230883","-290.8589523230883"
"136","-250.52342227218327","-250.52342227218327","-250.52342227218327"
"137","48.87335337495013","48.87335337495013","48.87335337495013"
"138","-460.87029139325534","-460.87029139325534","-460.87029139325534"
"139","-285.1386274739964","-285.1386274739964","-285.1386274739964"
"140","-127.7516075981172","-127.7516075981172","-127.7516075981172"
"141","-326.6352095890045","-326.6352095890045","-326.6352095890045"
"142","-202.41061213707505","-202.41061213707505","-202.41061213707505"
"143","-239.00223867869514","-239.00223867869514","-239.00223867869514"
"144","-156.40579322714132","-156.40579322714132","-156.40579322714132"
"145","-154.69624056279662","-154.69624056279662","-154.69624056279662"
"146","-268.9732512783203","-268.9732512783203","-268.9732512783203"
"147","-374.76511944663736","-374.76511944663736","-374.76511944663736"
"148","-115.57945599768733","-115.57945599768733","-115.57945599768733"
"149","-15.159575149525509","-15.159575149525509","-15.159575149525509"
"150","-196.45794486641884","-196.45794486641884","-196.45794486641884"
"151","-450.3639270976779","-450.3639270976779","-450.3639270976779"
"152","-356.2594679121324","-356.2594679121324","-356.2594679121324"
"153","-150.38400605748737","-150.38400605748737","-150.38400605748737"
"154","-250.90574245007275","-250.90574245007275","-250.90574245007275"
"155","-209.53163803887807","-209.53163803887807","-209.53163803887807"
"156","-279.5538577345959","-279.5538577345959","-279.5538577345959"
"157","-313.9552644241753","-313.9552644241753","-313.9552644241753"
"158","-279.5663143107528","-279.5663143107528","-279.5663143107528"
"159","-173.52789322339697","-173.52789322339697","-173.52789322339697"
"160","-122.95997803522238","-122.95997803522238","-122.95997803522238"
"161","-330.41121695177435","-330.41121695177435","-330.41121695177435"
"162","-195.70299911319412","-195.70299911319412","-195.70299911319412"
"163","-346.14033319050407","-346.14033319050407","-346.14033319050407"
"164","-277.9404125212269","-277.9404125212269","-277.9404125212269"
"165","-65.62262659101896","-65.62262659101896","-65.62262659101896"
"166","-69.461041353527","-69.461041353527","-69.461041353527"
"167","-99.08186835438752","-99.08186835438752","-99.08186835438752"
"168","-230.7301365874377","-230.7301365874377","-230.7301365874377"
"169","-366.1680405768799","-366.1680405768799","-366.1680405768799"
"170","-25.70421425199987","-25.70421425199987","-25.70421425199987"
"171","-206.43131347554362","-206.43131347554362","-206.43131347554362"
"172","26.58787397457883","26.58787397457883","26.58787397457883"
"173","-360.8898286190034","-360.8898286190034","-360.8898286190034"
"174","-267.37811974988176","-267.37811974988176","-267.37811974988176"
"175","-413.4872103122983","-413.4872103122983","-413.4872103122983"
"176","-53.10901131459951","-53.10901131459951","-53.10901131459951"
"177","-331.1862822973489","-331.1862822973489","-331.1862822973489"
"178","-316.3989614176002","-316.3989614176002","-316.3989614176002"
"179","-499.82356355661034","-499.82356355661034","-499.82356355661034"
"180","-334.28311263299906","-334.28311263299906","-334.28311263299906"
"181","-342.9885427282583","-342.9885427282583","-342.9885427282583"
"182","-356.6022571800321","-356.6022571800321","-356.6022571800321"
"183","-284.95351939697747","-284.95351939697747","-284.95351939697747"
"184","-211.03213941698738","-211.03213941698738","-211.03213941698738"
"185","-353.4328920207872","-353.4328920207872","-353.4328920207872"
"186","-137.69397194296204","-137.69397194296204","-137.69397194296204"
"187","-394.19254105519576","-394.19254105519576","-394.19254105519576"
"188","-249.57342321900785","-249.57342321900785","-249.57342321900785"
"189","-272.56143329754093","-272.56143329754093","-272.56143329754093"
"190","-51.81256812403347","-51.81256812403347","-51.81256812403347"
"191","-392.1174803856527","-392.1174803856527","-392.1174803856527"
"192","-200.6121668928862","-200.6121668928862","-200.6121668928862"
"193","-271.86617621373375","-271.86617621373375","-271.86617621373375"
"194","-203.67613396363464","-203.67613396363464","-203.67613396363464"
"195","-202.63376970672067","-202.63376970672067","-202.63376970672067"
"196","36.00158568522664","36.00158568522664","36.00158568522664"
"197","-495.65580833595965","-495.65580833595965","-495.65580833595965"
"198","-438.1818462136388","-438.1818462136388","-438.1818462136388"
"199","-259.31234428315895","-259.31234428315895","-259.31234428315895"
"200","-418.46401961931167","-418.46401961931167","-418.46401961931167"
"201","-325.39990491264007","-325.39990491264007","-325.39990491264007"
"202","-222.2668534092697","-222.2668534092697","-222.2668534092697"
"203","-234.52878063219163","-234.52878063219163","-234.52878063219163"
"204","-235.19127103773272","-235.19127103773272","-235.19127103773272"
"205","-286.4634340783875","-286.4634340783875","-286.4634340783875"
"206","-637.2911865074846","-637.2911865074846","-637.2911865074846"
"207","-208.60760684687511","-208.60760684687511","-208.60760684687511"
"208","-312.38877818006216","-312.38877818006216","-312.38877818006216"
"209","-68.65395252286265","-68.65395252286265","-68.65395252286265"
"210","-332.4215491794307","-332.4215491794307","-332.4215491794307"
"211","-257.2909466458965","-257.2909466458965","-257.2909466458965"
"212","-284.6072488087931","-284.6072488087931","-284.6072488087931"
"213","-300.25645500760095","-300.25645500760095","-300.25645500760095"
"214","-540.4859163351357","-540.4859163351357","-540.4859163351357"
"215","-243.5247145854522","-243.5247145854522","-243.5247145854522"
"216","-234.9363208084295","-234.9363208084295","-234.9363208084295"
"217","-275.31065204835124","-275.31065204835124","-275.31065204835124"
"218","-83.02577141163822","-83.02577141163822","-83.02577141163822"
"219","-211.9032145185162","-211.9032145185162","-211.9032145185162"
"220","-205.12809357376216","-205.12809357376216","-205.12809357376216"
"221","-357.1873941472179","-357.1873941472179","-357.1873941472179"
"222","-275.403730517704","-275.403730517704","-275.403730517704"
"223","-295.22185648458185","-295.22185648458185","-295.22185648458185"
"224","-280.01689015038846","-280.01689015038846","-280.01689015038846"
"225","-31.66207326707301","-31.66207326707301","-31.66207326707301"
"226","-582.3789354182229","-582.3789354182229","-582.3789354182229"
"227","-280.7496607450847","-280.7496607450847","-280.7496607450847"
"228","-211.74424283140257","-211.74424283140257","-211.74424283140257"
"229","-192.91156835357103","-192.91156835357103","-192.91156835357103"
"230","-258.6282468206381","-258.6282468206381","-258.6282468206381"
"231","-281.9087017094569","-281.9087017094569","-281.9087017094569"
"232","-362.204258966596","-362.204258966596","-362.204258966596"
"233","-210.34477538387065","-210.34477538387065","-210.34477538387065"
"234","-263.8316669580961","-263.8316669580961","-263.8316669580961"
"235","-362.84139319049586","-362.84139319049586","-362.84139319049586"
"236","-328.2244923629272","-328.2244923629272","-328.2244923629272"
"237","-295.1494177003689","-295.1494177003689","-295.1494177003689"
"238","-194.27245571731612","-194.27245571731612","-194.27245571731612"
"239","-267.3882408617725","-267.3882408617725","-267.3882408617725"
"240","-192.50116734239978","-192.50116734239978","-192.50116734239978"
"241","-249.94829251885204","-249.94829251885204","-249.94829251885204"
"242","-134.70153485941916","-134.70153485941916","-134.70153485941916"
"243","-316.42370550589","-316.42370550589","-316.42370550589"
"244","-137.54451586373153","-137.54451586373153","-137.54451586373153"
"245","-177.14970199858772","-177.14970199858772","-177.14970199858772"
"246","-224.5003730323405","-224.5003730323405","-224.5003730323405"
"247","-287.68793523326553","-287.68793523326553","-287.68793523326553"
"248","-225.42655142742194","-225.42655142742194","-225.42655142742194"
"249","-356.68298863891494","-356.68298863891494","-356.68298863891494"
"250","-341.89796791977517","-341.89796791977517","-341.89796791977517"
"251","-342.3968107268659","-342.3968107268659","-342.3968107268659"
"252","-216.53413163255638","-216.53413163255638","-216.53413163255638"
"253","-110.16532886697726","-110.16532886697726","-110.16532886697726"
"254","-172.72157300591468","-172.72157300591468","-172.72157300591468"
"255","-315.7274979422966","-315.7274979422966","-315.7274979422966"
"256","-66.02535171840185","-66.02535171840185","-66.02535171840185"
"257","-294.11884112193127","-294.11884112193127","-294.11884112193127"
"258","-280.4620636110089","-280.4620636110089","-280.4620636110089"
"259","-378.1002791106787","-378.1002791106787","-378.1002791106787"
"260","-372.7998354466562","-372.7998354466562","-372.7998354466562"
"261","-239.27513132630432","-239.27513132630432","-239.27513132630432"
"262","6.546871366241537","6.546871366241537","6.546871366241537"
"263","-94.10549028061332","-94.10549028061332","-94.10549028061332"
"264","-321.8087839821897","-321.8087839821897","-321.8087839821897"
"265","-208.37198192716968","-208.37198192716968","-208.37198192716968"
"266","-367.36404087299945","-367.36404087299945","-367.36404087299945"
"267","-274.70058747612063","-274.70058747612063","-274.70058747612063"
"268","-255.08847784680023","-255.08847784680023","-255.08847784680023"
"269","6.1901274280161465","6.1901274280161465","6.1901274280161465"
"270","-281.6195221200487","-281.6195221200487","-281.6195221200487"
"271","7.770470425798877","7.770470425798877","7.770470425798877"
"272","-138.64620210093642","-138.64620210093642","-138.64620210093642"
"273","-363.3055881808159","-363.3055881808159","-363.3055881808159"
"274","-183.92776127351925","-183.92776127351925","-183.92776127351925"
"275","-243.30864637238585","-243.30864637238585","-243.30864637238585"
"276","-76.32980625413549","-76.32980625413549","-76.32980625413549"
"277","-358.105226183155","-358.105226183155","-358.105226183155"
"278","-280.9694530776155","-280.9694530776155","-280.9694530776155"
"279","-432.1230485755044","-432.1230485755044","-432.1230485755044"
"280","-232.79677422482428","-232.79677422482428","-232.79677422482428"
"281","-242.85645837814667","-242.85645837814667","-242.85645837814667"
"282","-185.2857457837728","-185.2857457837728","-185.2857457837728"
"283","82.03760389600271","82.03760389600271","82.03760389600271"
"284","74.98439120857452","74.98439120857452","74.98439120857452"
"285","-210.01893471065665","-210.01893471065665","-210.01893471065665"
"286","-117.68371791614656","-117.68371791614656","-117.68371791614656"
"287","-352.60726927086057","-352.60726927086057","-352.60726927086057"
"288","-323.2172374402597","-323.2172374402597","-323.2172374402597"
"289","-265.29561115980584","-265.29561115980584","-265.29561115980584"
"290","-278.49081006506543","-278.49081006506543","-278.49081006506543"
"291","-138.58624937434814","-138.58624937434814","-138.58624937434814"
"292","-279.5805327529681","-279.5805327529681","-279.5805327529681"
"293","-323.2351069320164","-323.2351069320164","-323.2351069320164"
"294","-101.45351030955601","-101.45351030955601","-101.45351030955601"
"295","-243.08717541567984","-243.08717541567984","-243.08717541567984"
"296","-248.04723903102825","-248.04723903102825","-248.04723903102825"
"297","-577.9432043753615","-577.9432043753615","-577.9432043753615"
"298","-191.0277076302926","-191.0277076302926","-191.0277076302926"
"299","-345.29659361803215","-345.29659361803215","-345.29659361803215"
"300","-71.12177013515108","-71.12177013515108","-71.12177013515108"
"301","-169.13665538925676","-169.13665538925676","-169.13665538925676"
"302","-531.7783858170258","-531.7783858170258","-531.7783858170258"
"303","-283.26913857057707","-283.26913857057707","-283.26913857057707"
"304","-14.58136954292402","-14.58136954292402","-14.58136954292402"
"305","-256.6982082292378","-256.6982082292378","-256.6982082292378"
"306","-326.0932678939032","-326.0932678939032","-326.0932678939032"
"307","-376.2060794948768","-376.2060794948768","-376.2060794948768"
"308","-162.7704785004109","-162.7704785004109","-162.7704785004109"
"309","-133.68172014732679","-133.68172014732679","-133.68172014732679"
"310","-230.09604250952356","-230.09604250952356","-230.09604250952356"
"311","-377.2374720510401","-377.2374720510401","-377.2374720510401"
"312","-270.35508378007046","-270.35508378007046","-270.35508378007046"
"313","-286.00542544624585","-286.00542544624585","-286.00542544624585"
"314","-332.7872364913794","-332.7872364913794","-332.7872364913794"
"315","-158.59772567210294","-158.59772567210294","-158.59772567210294"
"316","-354.5087543613819","-354.5087543613819","-354.5087543613819"
"317","-214.46140776285202","-214.46140776285202","-214.46140776285202"
"318","-184.3991939127444","-184.3991939127444","-184.3991939127444"
"319","-150.27269983737108","-150.27269983737108","-150.27269983737108"
"320","-178.36801340693626","-178.36801340693626","-178.36801340693626"
"321","-31.089655877360286","-31.089655877360286","-31.089655877360286"
"322","-371.4958910374727","-371.4958910374727","-371.4958910374727"
"323","-289.5643908892242","-289.5643908892242","-289.5643908892242"
"324","-154.36951528273102","-154.36951528273102","-154.36951528273102"
"325","-315.8294842793258","-315.8294842793258","-315.8294842793258"
"326","-391.89083704425695","-391.89083704425695","-391.89083704425695"
"327","-320.7588512467553","-320.7588512467553","-320.7588512467553"
"328","-386.3531252940493","-386.3531252940493","-386.3531252940493"
"329","-261.2262310185081","-261.2262310185081","-261.2262310185081"
"330","-332.48714486412354","-332.48714486412354","-332.48714486412354"
"331","-210.01573855813655","-210.01573855813655","-210.01573855813655"
"332","-237.61058785891166","-237.61058785891166","-237.61058785891166"
"333","-686.0978990611309","-686.0978990611309","-686.0978990611309"
"334","-334.66417983930126","-334.66417983930126","-334.66417983930126"
"335","-199.30230189326548","-199.30230189326548","-199.30230189326548"
"336","-152.19887509325264","-152.19887509325264","-152.19887509325264"
"337","-315.9678502888065","-315.9678502888065","-315.9678502888065"
"338","-193.9249162500373","-193.9249162500373","-193.9249162500373"
"339","-213.19215855401825","-213.19215855401825","-213.19215855401825"
"340","-201.5549687793851","-201.5549687793851","-201.5549687793851"
"341","-190.8815431345869","-190.8815431345869","-190.8815431345869"
"342","-222.38639003404217","-222.38639003404217","-222.38639003404217"
"343","-209.3217532633209","-209.3217532633209","-209.3217532633209"
"344","-269.29970369353725","-269.29970369353725","-269.29970369353725"
"345","-254.11203484948675","-254.11203484948675","-254.11203484948675"
"346","-266.0383508436761","-266.0383508436761","-266.0383508436761"
"347","-286.4873989752374","-286.4873989752374","-286.4873989752374"
"348","-330.59444518675946","-330.59444518675946","-330.59444518675946"
"349","-296.1840160252045","-296.1840160252045","-296.1840160252045"
"350","-268.3053946918177","-268.3053946918177","-268.3053946918177"
"351","-109.21109251096846","-109.21109251096846","-109.21109251096846"
"352","19.518328694694024","19.518328694694024","19.518328694694024"
"353","-260.5519199953892","-260.5519199953892","-260.5519199953892"
"354","-198.30873661557487","-198.30873661557487","-198.30873661557487"
"355","-229.07237059477478","-229.07237059477478","-229.07237059477478"
"356","-376.68554031418273","-376.68554031418273","-376.68554031418273"
"357","-334.381151682908","-334.381151682908","-334.381151682908"
"358","-141.32182472258077","-141.32182472258077","-141.32182472258077"
"359","-142.67441271133933","-142.67441271133933","-142.67441271133933"
"360","-294.5803675970492","-294.5803675970492","-294.5803675970492"
"361","-293.1968863418597","-293.1968863418597","-293.1968863418597"
"362","-342.29360434376645","-342.29360434376645","-342.29360434376645"
"363","-342.33779798792546","-342.33779798792546","-342.33779798792546"
"364","-267.5453863370541","-267.5453863370541","-267.5453863370541"
"365","-143.33851930692668","-143.33851930692668","-143.33851930692668"
"366","-331.2074334358954","-331.2074334358954","-331.2074334358954"
"367","-155.20309612402949","-155.20309612402949","-155.20309612402949"
"368","-167.19091030285938","-167.19091030285938","-167.19091030285938"
"369","-263.75620545846823","-263.75620545846823","-263.75620545846823"
"370","-151.93951720291506","-151.93951720291506","-151.93951720291506"
"371","-111.28493177775465","-111.28493177775465","-111.28493177775465"
"372","-395.94263227629233","-395.94263227629233","-395.94263227629233"
"373","-424.8945337864938","-424.8945337864938","-424.8945337864938"
"374","-315.5949859960893","-315.5949859960893","-315.5949859960893"
"375","32.808724300933974","32.808724300933974","32.808724300933974"
"376","-335.8050353636628","-335.8050353636628","-335.8050353636628"
"377","-329.36937954873133","-329.36937954873133","-329.36937954873133"
"378","-130.33765389718116","-130.33765389718116","-130.33765389718116"
"379","-368.5706106113564","-368.5706106113564","-368.5706106113564"
"380","-432.601258198563","-432.601258198563","-432.601258198563"
"381","-129.14053017511964","-129.14053017511964","-129.14053017511964"
"382","-319.94808617217257","-319.94808617217257","-319.94808617217257"
"383","-114.13026240348815","-114.13026240348815","-114.13026240348815"
"384","-276.657646244871","-276.657646244871","-276.657646244871"
"385","-281.3046517492844","-281.3046517492844","-281.3046517492844"
"386","34.06634347854919","34.06634347854919","34.06634347854919"
"387","-245.4570655636885","-245.4570655636885","-245.4570655636885"
"388","-217.35014093518024","-217.35014093518024","-217.35014093518024"
"389","-202.50090784725248","-202.50090784725248","-202.50090784725248"
"390","-349.3377711728763","-349.3377711728763","-349.3377711728763"
"391","-306.2766232609787","-306.2766232609787","-306.2766232609787"
"392","-237.66730149277717","-237.66730149277717","-237.66730149277717"
"393","-260.25004168895293","-260.25004168895293","-260.25004168895293"
"394","-339.1210073707372","-339.1210073707372","-339.1210073707372"
"395","-358.86746086409227","-358.86746086409227","-358.86746086409227"
"396","-305.45548900491104","-305.45548900491104","-305.45548900491104"
"397","-48.61033407071878","-48.61033407071878","-48.61033407071878"
"398","-524.0279589596686","-524.0279589596686","-524.0279589596686"
"399","-200.70318559520013","-200.70318559520013","-200.70318559520013"
"400","-189.64567148334032","-189.64567148334032","-189.64567148334032"
"401","-181.10559415662067","-181.10559415662067","-181.10559415662067"
"402","52.8331354718023","52.8331354718023","52.8331354718023"
"403","-267.31602268278374","-267.31602268278374","-267.31602268278374"
"404","-393.2389509899501","-393.2389509899501","-393.2389509899501"
"405","-213.554453408278","-213.554453408278","-213.554453408278"
"406","-305.33122054432476","-305.33122054432476","-305.33122054432476"
"407","-336.53162178686796","-336.53162178686796","-336.53162178686796"
"408","-153.87984805570585","-153.87984805570585","-153.87984805570585"
"409","42.54489819327701","42.54489819327701","42.54489819327701"
"410","-240.05415000736716","-240.05415000736716","-240.05415000736716"
"411","-335.2910645813233","-335.2910645813233","-335.2910645813233"
"412","-455.7566851383914","-455.7566851383914","-455.7566851383914"
"413","-277.81472714250066","-277.81472714250066","-277.81472714250066"
"414","-65.075277400255","-65.075277400255","-65.075277400255"
"415","-282.2537041708632","-282.2537041708632","-282.2537041708632"
"416","-308.0304637651857","-308.0304637651857","-308.0304637651857"
"417","-362.97325577078266","-362.97325577078266","-362.97325577078266"
"418","-253.6371644232724","-253.6371644232724","-253.6371644232724"
"419","-309.7271017250476","-309.7271017250476","-309.7271017250476"
"420","-372.3773526419419","-372.3773526419419","-372.3773526419419"
"421","-361.09512042597805","-361.09512042597805","-361.09512042597805"
"422","-68.09259365099336","-68.09259365099336","-68.09259365099336"
"423","-193.75188702285237","-193.75188702285237","-193.75188702285237"
"424","-399.7660801913263","-399.7660801913263","-399.7660801913263"
"425","-300.2563762813326","-300.2563762813326","-300.2563762813326"
"426","-87.53446971358917","-87.53446971358917","-87.53446971358917"
"427","-15.472904521741812","-15.472904521741812","-15.472904521741812"
"428","-349.9578511100407","-349.9578511100407","-349.9578511100407"
"429","-358.14640191541594","-358.14640191541594","-358.14640191541594"
"430","-212.1039773426644","-212.1039773426644","-212.1039773426644"
"431","-296.5634278447121","-296.5634278447121","-296.5634278447121"
"432","-45.90090959642072","-45.90090959642072","-45.90090959642072"
"433","-242.39613251300358","-242.39613251300358","-242.39613251300358"
"434","-284.0246902441707","-284.0246902441707","-284.0246902441707"
"435","-167.24252025045453","-167.24252025045453","-167.24252025045453"
"436","-422.11241357008737","-422.11241357008737","-422.11241357008737"
"437","-216.17346021518074","-216.17346021518074","-216.17346021518074"
"438","-189.1860475166524","-189.1860475166524","-189.1860475166524"
"439","-490.41476205296823","-490.41476205296823","-490.41476205296823"
"440","-314.88958535942595","-314.88958535942595","-314.88958535942595"
"441","-167.4312512330105","-167.4312512330105","-167.4312512330105"
"442","-256.2813259915272","-256.2813259915272","-256.2813259915272"
"443","-230.35782109372943","-230.35782109372943","-230.35782109372943"
"444","-250.06805126106877","-250.06805126106877","-250.06805126106877"
"445","-420.85020543036694","-420.85020543036694","-420.85020543036694"
"446","-286.03600130074824","-286.03600130074824","-286.03600130074824"
"447","-283.5084946532404","-283.5084946532404","-283.5084946532404"
