"Step","LunarLander_with_labels_1000_good_reward - episode_reward","LunarLander_with_labels_1000_good_reward - episode_reward__MIN","LunarLander_with_labels_1000_good_reward - episode_reward__MAX"
"2167","-4.977063632512171","-4.977063632512171","-4.977063632512171"
"2168","-256.4562264655157","-256.4562264655157","-256.4562264655157"
"2169","-202.4652384715059","-202.4652384715059","-202.4652384715059"
"2170","-329.81511817984284","-329.81511817984284","-329.81511817984284"
"2171","-348.386841613665","-348.386841613665","-348.386841613665"
"2172","-230.16750859505817","-230.16750859505817","-230.16750859505817"
"2173","-254.41027899752163","-254.41027899752163","-254.41027899752163"
"2174","-254.72922501405515","-254.72922501405515","-254.72922501405515"
"2175","-302.8997476641497","-302.8997476641497","-302.8997476641497"
"2176","0.15223146375695418","0.15223146375695418","0.15223146375695418"
"2177","-376.3424082522013","-376.3424082522013","-376.3424082522013"
"2178","-65.9583466925472","-65.9583466925472","-65.9583466925472"
"2179","-232.39290173599704","-232.39290173599704","-232.39290173599704"
"2180","-321.53110858817035","-321.53110858817035","-321.53110858817035"
"2181","-278.0438543213039","-278.0438543213039","-278.0438543213039"
"2182","-170.884359025496","-170.884359025496","-170.884359025496"
"2183","-121.79259479665804","-121.79259479665804","-121.79259479665804"
"2184","-225.6462090186207","-225.6462090186207","-225.6462090186207"
"2185","-117.9910024886434","-117.9910024886434","-117.9910024886434"
"2186","-134.10421127080917","-134.10421127080917","-134.10421127080917"
"2187","-83.97494040515274","-83.97494040515274","-83.97494040515274"
"2188","-112.03044843971728","-112.03044843971728","-112.03044843971728"
"2189","41.831548945456746","41.831548945456746","41.831548945456746"
"2190","-106.25555771774536","-106.25555771774536","-106.25555771774536"
"2191","-281.83358266667835","-281.83358266667835","-281.83358266667835"
"2192","-314.0875692801709","-314.0875692801709","-314.0875692801709"
"2193","11.476272322159254","11.476272322159254","11.476272322159254"
"2194","-248.68851997866824","-248.68851997866824","-248.68851997866824"
"2195","-327.0977029891177","-327.0977029891177","-327.0977029891177"
"2196","-85.62186719949051","-85.62186719949051","-85.62186719949051"
"2197","-288.3574324487731","-288.3574324487731","-288.3574324487731"
"2198","-199.63020802745925","-199.63020802745925","-199.63020802745925"
"2199","-412.9419733466581","-412.9419733466581","-412.9419733466581"
"2200","-336.15730517345264","-336.15730517345264","-336.15730517345264"
"2201","-336.67573167883745","-336.67573167883745","-336.67573167883745"
"2202","16.968399631859675","16.968399631859675","16.968399631859675"
"2203","-169.43957585513593","-169.43957585513593","-169.43957585513593"
"2204","-417.85826477269717","-417.85826477269717","-417.85826477269717"
"2205","-263.5926511877429","-263.5926511877429","-263.5926511877429"
"2206","-308.61516084555853","-308.61516084555853","-308.61516084555853"
"2207","-1.6536682663674673","-1.6536682663674673","-1.6536682663674673"
"2208","-380.7194633835385","-380.7194633835385","-380.7194633835385"
"2209","-221.10404450454521","-221.10404450454521","-221.10404450454521"
"2210","-340.2200699001531","-340.2200699001531","-340.2200699001531"
"2211","-287.80728733477866","-287.80728733477866","-287.80728733477866"
"2212","-104.89740293596864","-104.89740293596864","-104.89740293596864"
"2213","-74.74007556334136","-74.74007556334136","-74.74007556334136"
"2214","-67.50197531510085","-67.50197531510085","-67.50197531510085"
"2215","-361.10968050890824","-361.10968050890824","-361.10968050890824"
"2216","-377.3505843643591","-377.3505843643591","-377.3505843643591"
"2217","-325.731095070941","-325.731095070941","-325.731095070941"
"2218","-245.98463061732045","-245.98463061732045","-245.98463061732045"
"2219","-330.7379982324984","-330.7379982324984","-330.7379982324984"
"2220","-562.0277230759598","-562.0277230759598","-562.0277230759598"
"2221","-332.40705318382027","-332.40705318382027","-332.40705318382027"
"2222","-348.21715258636834","-348.21715258636834","-348.21715258636834"
"2223","-115.52463229060173","-115.52463229060173","-115.52463229060173"
"2224","-330.76737603169363","-330.76737603169363","-330.76737603169363"
"2225","-345.00982867214844","-345.00982867214844","-345.00982867214844"
"2226","34.70680840769407","34.70680840769407","34.70680840769407"
"2227","-463.8283068360967","-463.8283068360967","-463.8283068360967"
"2228","-316.5064207384752","-316.5064207384752","-316.5064207384752"
"2229","-120.43841237692007","-120.43841237692007","-120.43841237692007"
"2230","-40.1695150296746","-40.1695150296746","-40.1695150296746"
"2231","-249.80340454656027","-249.80340454656027","-249.80340454656027"
"2232","-341.91931071618836","-341.91931071618836","-341.91931071618836"
"2233","-18.030484341992654","-18.030484341992654","-18.030484341992654"
"2234","-468.518731299676","-468.518731299676","-468.518731299676"
"2235","-278.41320394410656","-278.41320394410656","-278.41320394410656"
"2236","81.50114537924597","81.50114537924597","81.50114537924597"
"2237","-316.14870442762344","-316.14870442762344","-316.14870442762344"
"2238","-301.72518457829096","-301.72518457829096","-301.72518457829096"
"2239","-260.6680609546064","-260.6680609546064","-260.6680609546064"
"2240","-208.40002906689375","-208.40002906689375","-208.40002906689375"
"2241","-274.60638347087115","-274.60638347087115","-274.60638347087115"
"2242","-354.3973735658079","-354.3973735658079","-354.3973735658079"
"2243","-321.5261385951202","-321.5261385951202","-321.5261385951202"
"2244","-286.2589676802071","-286.2589676802071","-286.2589676802071"
"2245","-41.798068095067954","-41.798068095067954","-41.798068095067954"
"2246","-190.16132866093298","-190.16132866093298","-190.16132866093298"
"2247","-240.19495209395885","-240.19495209395885","-240.19495209395885"
"2248","-175.67463271766906","-175.67463271766906","-175.67463271766906"
"2249","32.196583611184785","32.196583611184785","32.196583611184785"
"2250","-249.06183596542647","-249.06183596542647","-249.06183596542647"
"2251","-271.5523819274841","-271.5523819274841","-271.5523819274841"
"2252","27.139246093160445","27.139246093160445","27.139246093160445"
"2253","35.930115199520785","35.930115199520785","35.930115199520785"
"2254","-504.62578007446774","-504.62578007446774","-504.62578007446774"
"2255","-262.64367695987227","-262.64367695987227","-262.64367695987227"
"2256","-442.1592877677109","-442.1592877677109","-442.1592877677109"
"2257","-133.42451067194344","-133.42451067194344","-133.42451067194344"
"2258","-314.5849457526836","-314.5849457526836","-314.5849457526836"
"2259","-302.4520763334913","-302.4520763334913","-302.4520763334913"
"2260","-284.0027221006703","-284.0027221006703","-284.0027221006703"
"2261","-69.90645284906032","-69.90645284906032","-69.90645284906032"
"2262","-379.4513415232301","-379.4513415232301","-379.4513415232301"
"2263","26.98782817433677","26.98782817433677","26.98782817433677"
"2264","-170.3491183754802","-170.3491183754802","-170.3491183754802"
"2265","-244.09980955168731","-244.09980955168731","-244.09980955168731"
"2266","-401.52828490904824","-401.52828490904824","-401.52828490904824"
"2267","-165.1922730686702","-165.1922730686702","-165.1922730686702"
"2268","-25.55444550770593","-25.55444550770593","-25.55444550770593"
"2269","-276.42577541341836","-276.42577541341836","-276.42577541341836"
"2270","-519.7326532777486","-519.7326532777486","-519.7326532777486"
"2271","-356.97974399640555","-356.97974399640555","-356.97974399640555"
"2272","3.6424149579593896","3.6424149579593896","3.6424149579593896"
"2273","-60.019315242094486","-60.019315242094486","-60.019315242094486"
"2274","-505.6935762959449","-505.6935762959449","-505.6935762959449"
"2275","-43.338947382123834","-43.338947382123834","-43.338947382123834"
"2276","-300.2237774508253","-300.2237774508253","-300.2237774508253"
"2277","-189.02943865826893","-189.02943865826893","-189.02943865826893"
"2278","-318.66751182936906","-318.66751182936906","-318.66751182936906"
"2279","-330.8185566316524","-330.8185566316524","-330.8185566316524"
"2280","-503.4577924035736","-503.4577924035736","-503.4577924035736"
"2281","-286.8473432394386","-286.8473432394386","-286.8473432394386"
"2282","-284.7813496611035","-284.7813496611035","-284.7813496611035"
"2283","-241.60069903707506","-241.60069903707506","-241.60069903707506"
"2284","-47.479304922096446","-47.479304922096446","-47.479304922096446"
"2285","-350.224430842292","-350.224430842292","-350.224430842292"
"2286","-285.7771638261625","-285.7771638261625","-285.7771638261625"
"2287","-382.08040467429123","-382.08040467429123","-382.08040467429123"
"2288","-200.48050722815094","-200.48050722815094","-200.48050722815094"
"2289","-55.047352869126584","-55.047352869126584","-55.047352869126584"
"2290","-262.4698985473765","-262.4698985473765","-262.4698985473765"
"2291","14.31174392555782","14.31174392555782","14.31174392555782"
"2292","-73.0443536427617","-73.0443536427617","-73.0443536427617"
"2293","-341.17123600171305","-341.17123600171305","-341.17123600171305"
"2294","-108.01594017056047","-108.01594017056047","-108.01594017056047"
"2295","-137.82299895423935","-137.82299895423935","-137.82299895423935"
"2296","-202.79060652117568","-202.79060652117568","-202.79060652117568"
"2297","-282.10332775341334","-282.10332775341334","-282.10332775341334"
"2298","-49.62416783622728","-49.62416783622728","-49.62416783622728"
"2299","-318.67883542735035","-318.67883542735035","-318.67883542735035"
"2300","-305.6367518942087","-305.6367518942087","-305.6367518942087"
"2301","-57.49192812142075","-57.49192812142075","-57.49192812142075"
"2302","-227.863341106839","-227.863341106839","-227.863341106839"
"2303","-99.399593475461","-99.399593475461","-99.399593475461"
"2304","-498.3419993997384","-498.3419993997384","-498.3419993997384"
"2305","-283.9262467850757","-283.9262467850757","-283.9262467850757"
"2306","-197.3839518841474","-197.3839518841474","-197.3839518841474"
"2307","-340.55648016319094","-340.55648016319094","-340.55648016319094"
"2308","-17.23745886625268","-17.23745886625268","-17.23745886625268"
"2309","-478.94069499298035","-478.94069499298035","-478.94069499298035"
"2310","-230.3149461518973","-230.3149461518973","-230.3149461518973"
"2311","-265.7734572672844","-265.7734572672844","-265.7734572672844"
"2312","-139.41549058049924","-139.41549058049924","-139.41549058049924"
"2313","-333.05525317448587","-333.05525317448587","-333.05525317448587"
"2314","-281.9155693792094","-281.9155693792094","-281.9155693792094"
"2315","-210.62641921728624","-210.62641921728624","-210.62641921728624"
"2316","-145.20187360028316","-145.20187360028316","-145.20187360028316"
"2317","-222.93278379710756","-222.93278379710756","-222.93278379710756"
"2318","-167.20225826026245","-167.20225826026245","-167.20225826026245"
"2319","-321.1739237745571","-321.1739237745571","-321.1739237745571"
"2320","-500.38637834753155","-500.38637834753155","-500.38637834753155"
"2321","-12.516316882007368","-12.516316882007368","-12.516316882007368"
"2322","-408.88161486526957","-408.88161486526957","-408.88161486526957"
"2323","-86.24468785491814","-86.24468785491814","-86.24468785491814"
"2324","-58.67326202735305","-58.67326202735305","-58.67326202735305"
"2325","-215.97190614328466","-215.97190614328466","-215.97190614328466"
"2326","-170.1550536194458","-170.1550536194458","-170.1550536194458"
"2327","15.22636186494101","15.22636186494101","15.22636186494101"
"2328","-264.27070267769597","-264.27070267769597","-264.27070267769597"
"2329","-293.985801940791","-293.985801940791","-293.985801940791"
"2330","-136.01669203411936","-136.01669203411936","-136.01669203411936"
"2331","-69.23000865701746","-69.23000865701746","-69.23000865701746"
"2332","-305.0874533359107","-305.0874533359107","-305.0874533359107"
"2333","-295.85620823183507","-295.85620823183507","-295.85620823183507"
"2334","-237.49157832322362","-237.49157832322362","-237.49157832322362"
"2335","-221.96992354275815","-221.96992354275815","-221.96992354275815"
"2336","-332.7142103758455","-332.7142103758455","-332.7142103758455"
"2337","-143.38306577831506","-143.38306577831506","-143.38306577831506"
"2338","-366.1396820287578","-366.1396820287578","-366.1396820287578"
"2339","-209.51744082629676","-209.51744082629676","-209.51744082629676"
"2340","-554.952853044285","-554.952853044285","-554.952853044285"
"2341","-118.37406877125602","-118.37406877125602","-118.37406877125602"
"2342","-48.21549452019144","-48.21549452019144","-48.21549452019144"
"2343","-283.04770954801756","-283.04770954801756","-283.04770954801756"
"2344","-542.1463879870091","-542.1463879870091","-542.1463879870091"
"2345","-100.56102885968394","-100.56102885968394","-100.56102885968394"
"2346","-256.0176667118954","-256.0176667118954","-256.0176667118954"
"2347","-140.11690060704947","-140.11690060704947","-140.11690060704947"
"2348","-354.0453906767728","-354.0453906767728","-354.0453906767728"
"2349","-411.84193038851026","-411.84193038851026","-411.84193038851026"
"2350","-241.5629429549633","-241.5629429549633","-241.5629429549633"
"2351","-241.24198693104213","-241.24198693104213","-241.24198693104213"
"2352","-314.2998798957467","-314.2998798957467","-314.2998798957467"
"2353","-542.5647622447511","-542.5647622447511","-542.5647622447511"
"2354","-280.4566205589108","-280.4566205589108","-280.4566205589108"
"2355","-118.80889756232501","-118.80889756232501","-118.80889756232501"
"2356","-174.6683509965343","-174.6683509965343","-174.6683509965343"
"2357","-674.4380557374658","-674.4380557374658","-674.4380557374658"
"2358","-113.10702815105188","-113.10702815105188","-113.10702815105188"
"2359","-372.54003502309234","-372.54003502309234","-372.54003502309234"
"2360","-167.48253281353243","-167.48253281353243","-167.48253281353243"
"2361","22.946498556164684","22.946498556164684","22.946498556164684"
"2362","-236.6801708911325","-236.6801708911325","-236.6801708911325"
"2363","-294.85420731051954","-294.85420731051954","-294.85420731051954"
"2364","-351.7407966317237","-351.7407966317237","-351.7407966317237"
"2365","-447.19790852315725","-447.19790852315725","-447.19790852315725"
"2366","-22.66455352435692","-22.66455352435692","-22.66455352435692"
"2367","4.869600654449044","4.869600654449044","4.869600654449044"
"2368","-385.0031348522243","-385.0031348522243","-385.0031348522243"
"2369","-303.6708251052115","-303.6708251052115","-303.6708251052115"
"2370","-319.2393743084018","-319.2393743084018","-319.2393743084018"
"2371","-227.78729836600286","-227.78729836600286","-227.78729836600286"
"2372","-233.9743097884953","-233.9743097884953","-233.9743097884953"
"2373","-273.43003692827654","-273.43003692827654","-273.43003692827654"
"2374","-127.95381460189819","-127.95381460189819","-127.95381460189819"
"2375","-5.9641399308629275","-5.9641399308629275","-5.9641399308629275"
"2376","-116.97318652428687","-116.97318652428687","-116.97318652428687"
"2377","-341.20447925982967","-341.20447925982967","-341.20447925982967"
"2378","-248.60106118571463","-248.60106118571463","-248.60106118571463"
"2379","-296.0954939077468","-296.0954939077468","-296.0954939077468"
"2380","-343.08361701393005","-343.08361701393005","-343.08361701393005"
"2381","-207.56616451875075","-207.56616451875075","-207.56616451875075"
"2382","-281.98979174692204","-281.98979174692204","-281.98979174692204"
"2383","-575.4562445306553","-575.4562445306553","-575.4562445306553"
"2384","-89.62755333573588","-89.62755333573588","-89.62755333573588"
"2385","-572.7637950927704","-572.7637950927704","-572.7637950927704"
"2386","-474.4732564619185","-474.4732564619185","-474.4732564619185"
"2387","-335.6319326069968","-335.6319326069968","-335.6319326069968"
"2388","-314.3825335046986","-314.3825335046986","-314.3825335046986"
"2389","38.868397169159046","38.868397169159046","38.868397169159046"
"2390","21.074668257800038","21.074668257800038","21.074668257800038"
"2391","-45.26630885020828","-45.26630885020828","-45.26630885020828"
"2392","-300.2073209648995","-300.2073209648995","-300.2073209648995"
"2393","-353.3559704646727","-353.3559704646727","-353.3559704646727"
"2394","-136.33948334010094","-136.33948334010094","-136.33948334010094"
"2395","-420.20243291045097","-420.20243291045097","-420.20243291045097"
"2396","-372.7099405129228","-372.7099405129228","-372.7099405129228"
"2397","-402.4427612491368","-402.4427612491368","-402.4427612491368"
"2398","-363.25209571385756","-363.25209571385756","-363.25209571385756"
"2399","-335.529845939937","-335.529845939937","-335.529845939937"
"2400","-160.15974988660773","-160.15974988660773","-160.15974988660773"
"2401","-272.51685445401995","-272.51685445401995","-272.51685445401995"
"2402","-256.8125851624491","-256.8125851624491","-256.8125851624491"
"2403","-123.72581378001345","-123.72581378001345","-123.72581378001345"
"2404","-273.845280069933","-273.845280069933","-273.845280069933"
"2405","-182.91078469804395","-182.91078469804395","-182.91078469804395"
"2406","-579.2728701089302","-579.2728701089302","-579.2728701089302"
"2407","-245.5869678992033","-245.5869678992033","-245.5869678992033"
"2408","-29.209545915931532","-29.209545915931532","-29.209545915931532"
"2409","-327.285418863797","-327.285418863797","-327.285418863797"
"2410","-231.63495337654132","-231.63495337654132","-231.63495337654132"
"2411","-374.6551632027019","-374.6551632027019","-374.6551632027019"
"2412","-186.55097303643822","-186.55097303643822","-186.55097303643822"
"2413","-361.9044210725693","-361.9044210725693","-361.9044210725693"
"2414","-107.81071495637077","-107.81071495637077","-107.81071495637077"
"2415","-43.96587471137776","-43.96587471137776","-43.96587471137776"
"2416","-93.15566110789351","-93.15566110789351","-93.15566110789351"
"2417","-280.29079287028844","-280.29079287028844","-280.29079287028844"
"2418","-83.43149665065114","-83.43149665065114","-83.43149665065114"
"2419","-268.35219303876715","-268.35219303876715","-268.35219303876715"
"2420","-8.085985022779056","-8.085985022779056","-8.085985022779056"
"2421","-107.94996766016695","-107.94996766016695","-107.94996766016695"
"2422","25.939683424336547","25.939683424336547","25.939683424336547"
"2423","-214.3879358927236","-214.3879358927236","-214.3879358927236"
"2424","-221.10654795378787","-221.10654795378787","-221.10654795378787"
"2425","-122.55389685317873","-122.55389685317873","-122.55389685317873"
"2426","-102.02583718642592","-102.02583718642592","-102.02583718642592"
"2427","-346.1797598885809","-346.1797598885809","-346.1797598885809"
"2428","-354.77112640559255","-354.77112640559255","-354.77112640559255"
"2429","-71.57036268363018","-71.57036268363018","-71.57036268363018"
"2430","-342.62880734509537","-342.62880734509537","-342.62880734509537"
"2431","-250.44321963207298","-250.44321963207298","-250.44321963207298"
"2432","-361.63053843803704","-361.63053843803704","-361.63053843803704"
"2433","-248.61985839986983","-248.61985839986983","-248.61985839986983"
"2434","-472.7184798225097","-472.7184798225097","-472.7184798225097"
"2435","-159.10623184661668","-159.10623184661668","-159.10623184661668"
"2436","-171.6243537734562","-171.6243537734562","-171.6243537734562"
"2437","-387.04985615431815","-387.04985615431815","-387.04985615431815"
"2438","-213.746103781865","-213.746103781865","-213.746103781865"
"2439","-160.9204457006976","-160.9204457006976","-160.9204457006976"
"2440","-370.848035030531","-370.848035030531","-370.848035030531"
"2441","-294.46689851920337","-294.46689851920337","-294.46689851920337"
"2442","-135.53929990290197","-135.53929990290197","-135.53929990290197"
"2443","42.894194729286774","42.894194729286774","42.894194729286774"
"2444","-153.3413239358149","-153.3413239358149","-153.3413239358149"
"2445","-152.91864479859487","-152.91864479859487","-152.91864479859487"
"2446","-216.15057809813237","-216.15057809813237","-216.15057809813237"
"2447","-543.762823724301","-543.762823724301","-543.762823724301"
"2448","-327.09201148155853","-327.09201148155853","-327.09201148155853"
"2449","-255.14149858796677","-255.14149858796677","-255.14149858796677"
"2450","-286.7784524152737","-286.7784524152737","-286.7784524152737"
"2451","-76.47843254572349","-76.47843254572349","-76.47843254572349"
"2452","-260.62732450157404","-260.62732450157404","-260.62732450157404"
"2453","-287.6360820855924","-287.6360820855924","-287.6360820855924"
"2454","-347.98338333401466","-347.98338333401466","-347.98338333401466"
"2455","-82.69695653146107","-82.69695653146107","-82.69695653146107"
"2456","20.506977095809003","20.506977095809003","20.506977095809003"
"2457","-49.21093273628571","-49.21093273628571","-49.21093273628571"
"2458","-515.2898061209056","-515.2898061209056","-515.2898061209056"
"2459","46.00884907031849","46.00884907031849","46.00884907031849"
"2460","-255.81598007488535","-255.81598007488535","-255.81598007488535"
"2461","14.783186456159404","14.783186456159404","14.783186456159404"
"2462","-406.67130691669325","-406.67130691669325","-406.67130691669325"
"2463","-274.6296843903134","-274.6296843903134","-274.6296843903134"
"2464","-338.3448449868484","-338.3448449868484","-338.3448449868484"
"2465","-318.5951270717437","-318.5951270717437","-318.5951270717437"
"2466","52.735637160397076","52.735637160397076","52.735637160397076"
"2467","46.07788275572142","46.07788275572142","46.07788275572142"
"2468","10.226994315594583","10.226994315594583","10.226994315594583"
"2469","-205.40946891299444","-205.40946891299444","-205.40946891299444"
"2470","-71.88920062303542","-71.88920062303542","-71.88920062303542"
"2471","-315.34336804267116","-315.34336804267116","-315.34336804267116"
"2472","-382.80712641625973","-382.80712641625973","-382.80712641625973"
"2473","-181.5411361798644","-181.5411361798644","-181.5411361798644"
"2474","-85.84330562525483","-85.84330562525483","-85.84330562525483"
"2475","-290.80511767214483","-290.80511767214483","-290.80511767214483"
"2476","-290.95456858590575","-290.95456858590575","-290.95456858590575"
"2477","-269.1480859136581","-269.1480859136581","-269.1480859136581"
"2478","-348.90807098142955","-348.90807098142955","-348.90807098142955"
"2479","-81.61808407366276","-81.61808407366276","-81.61808407366276"
"2480","-316.46342052463115","-316.46342052463115","-316.46342052463115"
"2481","-31.153200905144498","-31.153200905144498","-31.153200905144498"
"2482","-288.62094750609066","-288.62094750609066","-288.62094750609066"
"2483","-357.7022829033075","-357.7022829033075","-357.7022829033075"
"2484","-42.10888349965217","-42.10888349965217","-42.10888349965217"
"2485","-287.91488684024876","-287.91488684024876","-287.91488684024876"
"2486","-425.03008359309104","-425.03008359309104","-425.03008359309104"
"2487","-101.91103680739221","-101.91103680739221","-101.91103680739221"
"2488","-402.0138149334748","-402.0138149334748","-402.0138149334748"
"2489","-190.8832487203926","-190.8832487203926","-190.8832487203926"
"2490","-291.6001233306098","-291.6001233306098","-291.6001233306098"
"2491","-56.37310133814815","-56.37310133814815","-56.37310133814815"
"2492","-79.18221688568592","-79.18221688568592","-79.18221688568592"
"2493","-43.58735103377899","-43.58735103377899","-43.58735103377899"
"2494","-201.36384643724685","-201.36384643724685","-201.36384643724685"
"2495","-166.2030236485118","-166.2030236485118","-166.2030236485118"
"2496","-306.8992811701743","-306.8992811701743","-306.8992811701743"
"2497","-287.833078795371","-287.833078795371","-287.833078795371"
"2498","-117.72328700541219","-117.72328700541219","-117.72328700541219"
"2499","-313.9335592117026","-313.9335592117026","-313.9335592117026"
"2500","-149.30797406922932","-149.30797406922932","-149.30797406922932"
"2501","-323.0186307700934","-323.0186307700934","-323.0186307700934"
"2502","-326.8682595955712","-326.8682595955712","-326.8682595955712"
"2503","-333.2251453778911","-333.2251453778911","-333.2251453778911"
"2504","-270.5381519209891","-270.5381519209891","-270.5381519209891"
"2505","-336.925249160519","-336.925249160519","-336.925249160519"
"2506","-550.5476905259491","-550.5476905259491","-550.5476905259491"
"2507","-354.27492993045087","-354.27492993045087","-354.27492993045087"
"2508","-365.4480654699087","-365.4480654699087","-365.4480654699087"
"2509","-331.97403852495813","-331.97403852495813","-331.97403852495813"
"2510","-278.4464229654569","-278.4464229654569","-278.4464229654569"
"2511","-290.1367209087742","-290.1367209087742","-290.1367209087742"
"2512","-75.86604893172691","-75.86604893172691","-75.86604893172691"
"2513","-316.63474586179456","-316.63474586179456","-316.63474586179456"
"2514","-203.06145191768172","-203.06145191768172","-203.06145191768172"
"2515","-291.1669019833476","-291.1669019833476","-291.1669019833476"
"2516","-244.23263135016495","-244.23263135016495","-244.23263135016495"
"2517","-105.31488979550485","-105.31488979550485","-105.31488979550485"
"2518","-261.4274184833978","-261.4274184833978","-261.4274184833978"
"2519","-262.47432557261607","-262.47432557261607","-262.47432557261607"
"2520","-317.66929631336666","-317.66929631336666","-317.66929631336666"
"2521","-180.41291409292563","-180.41291409292563","-180.41291409292563"
"2522","56.70447070035636","56.70447070035636","56.70447070035636"
"2523","-227.32617153972387","-227.32617153972387","-227.32617153972387"
"2524","-173.96102239472873","-173.96102239472873","-173.96102239472873"
"2525","-124.90819847792386","-124.90819847792386","-124.90819847792386"
"2526","-295.6301375287722","-295.6301375287722","-295.6301375287722"
"2527","-245.919770290338","-245.919770290338","-245.919770290338"
"2528","-91.12320569640775","-91.12320569640775","-91.12320569640775"
"2529","-609.4094367626683","-609.4094367626683","-609.4094367626683"
"2530","-313.2213223057524","-313.2213223057524","-313.2213223057524"
"2531","-318.93272681795986","-318.93272681795986","-318.93272681795986"
"2532","-276.34698888356826","-276.34698888356826","-276.34698888356826"
"2533","-196.98026733929467","-196.98026733929467","-196.98026733929467"
"2534","-36.35719803221323","-36.35719803221323","-36.35719803221323"
"2535","15.615643944961775","15.615643944961775","15.615643944961775"
"2536","-357.8112008756933","-357.8112008756933","-357.8112008756933"
"2537","14.193345906195407","14.193345906195407","14.193345906195407"
"2538","-440.86944911810025","-440.86944911810025","-440.86944911810025"
"2539","-318.69828086405994","-318.69828086405994","-318.69828086405994"
"2540","-278.17419499484095","-278.17419499484095","-278.17419499484095"
"2541","-184.61172968583867","-184.61172968583867","-184.61172968583867"
"2542","-264.89023029071916","-264.89023029071916","-264.89023029071916"
"2543","-293.18477042891493","-293.18477042891493","-293.18477042891493"
"2544","-212.20278227787358","-212.20278227787358","-212.20278227787358"
"2545","-336.3327358332907","-336.3327358332907","-336.3327358332907"
"2546","-208.3061311837346","-208.3061311837346","-208.3061311837346"
"2547","-42.61649452317508","-42.61649452317508","-42.61649452317508"
"2548","-269.25995264391145","-269.25995264391145","-269.25995264391145"
"2549","-365.6242363270385","-365.6242363270385","-365.6242363270385"
"2550","-27.12777352458862","-27.12777352458862","-27.12777352458862"
"2551","-258.41287732766455","-258.41287732766455","-258.41287732766455"
"2552","26.238062910564736","26.238062910564736","26.238062910564736"
"2553","-88.02860948939474","-88.02860948939474","-88.02860948939474"
"2554","-120.23914364680647","-120.23914364680647","-120.23914364680647"
"2555","-223.58777639531223","-223.58777639531223","-223.58777639531223"
"2556","-301.8143698860683","-301.8143698860683","-301.8143698860683"
"2557","23.211938238004","23.211938238004","23.211938238004"
"2558","-33.993451904830444","-33.993451904830444","-33.993451904830444"
"2559","26.68221010953006","26.68221010953006","26.68221010953006"
"2560","-314.38584301572905","-314.38584301572905","-314.38584301572905"
"2561","-343.52388959900236","-343.52388959900236","-343.52388959900236"
"2562","-237.35988164452044","-237.35988164452044","-237.35988164452044"
"2563","-303.6947016594006","-303.6947016594006","-303.6947016594006"
"2564","-284.3561544255995","-284.3561544255995","-284.3561544255995"
"2565","-285.61971093670985","-285.61971093670985","-285.61971093670985"
"2566","-282.35739561873123","-282.35739561873123","-282.35739561873123"
"2567","-257.62941464033565","-257.62941464033565","-257.62941464033565"
"2568","-238.00838276278515","-238.00838276278515","-238.00838276278515"
"2569","-486.7333733082197","-486.7333733082197","-486.7333733082197"
"2570","-36.397887902582404","-36.397887902582404","-36.397887902582404"
"2571","8.233443914650437","8.233443914650437","8.233443914650437"
"2572","-280.7519594400104","-280.7519594400104","-280.7519594400104"
"2573","-53.144011231633115","-53.144011231633115","-53.144011231633115"
"2574","-61.47452138973032","-61.47452138973032","-61.47452138973032"
"2575","-413.5496513205129","-413.5496513205129","-413.5496513205129"
"2576","-468.5363129901763","-468.5363129901763","-468.5363129901763"
"2577","-228.569830526201","-228.569830526201","-228.569830526201"
"2578","-15.068888726900308","-15.068888726900308","-15.068888726900308"
"2579","-117.90097122713925","-117.90097122713925","-117.90097122713925"
"2580","-318.4056161766093","-318.4056161766093","-318.4056161766093"
"2581","-89.58095201111821","-89.58095201111821","-89.58095201111821"
"2582","-268.43166365392506","-268.43166365392506","-268.43166365392506"
"2583","-387.4807305132455","-387.4807305132455","-387.4807305132455"
"2584","-103.04898175107897","-103.04898175107897","-103.04898175107897"
"2585","-492.0426698598497","-492.0426698598497","-492.0426698598497"
"2586","-140.21605798030302","-140.21605798030302","-140.21605798030302"
"2587","-252.06742574626043","-252.06742574626043","-252.06742574626043"
"2588","5.297386432977034","5.297386432977034","5.297386432977034"
"2589","70.07998748869744","70.07998748869744","70.07998748869744"
"2590","-432.2529048779811","-432.2529048779811","-432.2529048779811"
"2591","-392.23059763015493","-392.23059763015493","-392.23059763015493"
"2592","-287.6220890555635","-287.6220890555635","-287.6220890555635"
"2593","-256.8098771356557","-256.8098771356557","-256.8098771356557"
"2594","-252.34217379865586","-252.34217379865586","-252.34217379865586"
"2595","-17.377315195094223","-17.377315195094223","-17.377315195094223"
"2596","-207.38493406772614","-207.38493406772614","-207.38493406772614"
"2597","-256.4431552729012","-256.4431552729012","-256.4431552729012"
"2598","-319.8206679836717","-319.8206679836717","-319.8206679836717"
"2599","-193.41896778521385","-193.41896778521385","-193.41896778521385"
"2600","-159.00928274109958","-159.00928274109958","-159.00928274109958"
"2601","-371.337747582568","-371.337747582568","-371.337747582568"
"2602","-252.65301093202456","-252.65301093202456","-252.65301093202456"
"2603","-66.99619891880968","-66.99619891880968","-66.99619891880968"
"2604","-167.551711673588","-167.551711673588","-167.551711673588"
"2605","-268.0879764662541","-268.0879764662541","-268.0879764662541"
